"data.key.column","Identity","interaction","name","P.adjusted","selected","shared interaction","shared name","source","target"
"417914","7.96","interacts with","g9042.pdb (interacts with) Gpal_D383_g06424.pdb","0.01856031","false","interacts with","g9042.pdb (interacts with) Gpal_D383_g06424.pdb","g9042.pdb","Gpal_D383_g06424.pdb"
"417887","1.51","interacts with","g9003.pdb (interacts with) Gpal_D383_g16877.pdb","0.01858212","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g16877.pdb","g9003.pdb","Gpal_D383_g16877.pdb"
"417848","8.09","interacts with","g9003.pdb (interacts with) Gpal_D383_g10602.pdb","0.0364227","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g10602.pdb","g9003.pdb","Gpal_D383_g10602.pdb"
"417845","5.79","interacts with","g9003.pdb (interacts with) Gpal_D383_g10528.pdb","0.0296616","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g10528.pdb","g9003.pdb","Gpal_D383_g10528.pdb"
"417875","7.34","interacts with","g9003.pdb (interacts with) Gpal_D383_g14566.pdb","0.01465632","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g14566.pdb","g9003.pdb","Gpal_D383_g14566.pdb"
"417884","4.93","interacts with","g9003.pdb (interacts with) Gpal_D383_g16759.pdb","0.01467813","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g16759.pdb","g9003.pdb","Gpal_D383_g16759.pdb"
"417866","4.07","interacts with","g9003.pdb (interacts with) Gpal_D383_g12332.pdb","0.0449286","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g12332.pdb","g9003.pdb","Gpal_D383_g12332.pdb"
"417842","5.05","interacts with","g9003.pdb (interacts with) Gpal_D383_g07804.pdb","0.0257358","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g07804.pdb","g9003.pdb","Gpal_D383_g07804.pdb"
"417851","2.78","interacts with","g9003.pdb (interacts with) Gpal_D383_g10651.pdb","0.0486363","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g10651.pdb","g9003.pdb","Gpal_D383_g10651.pdb"
"417839","7.65","interacts with","g9003.pdb (interacts with) Gpal_D383_g07291.pdb","0.00734997","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g07291.pdb","g9003.pdb","Gpal_D383_g07291.pdb"
"417830","4.91","interacts with","g9003.pdb (interacts with) Gpal_D383_g00831.pdb","0.0399123","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g00831.pdb","g9003.pdb","Gpal_D383_g00831.pdb"
"417854","3.73","interacts with","g9003.pdb (interacts with) Gpal_D383_g10677.pdb","0.0246453","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g10677.pdb","g9003.pdb","Gpal_D383_g10677.pdb"
"417833","5.0","interacts with","g9003.pdb (interacts with) Gpal_D383_g01383.pdb","0.00950916","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g01383.pdb","g9003.pdb","Gpal_D383_g01383.pdb"
"417881","5.41","interacts with","g9003.pdb (interacts with) Gpal_D383_g16752.pdb","0.0355503","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g16752.pdb","g9003.pdb","Gpal_D383_g16752.pdb"
"417872","7.62","interacts with","g9003.pdb (interacts with) Gpal_D383_g12696.pdb","0.0460191","false","interacts with","g9003.pdb (interacts with) Gpal_D383_g12696.pdb","g9003.pdb","Gpal_D383_g12696.pdb"
"417797","6.78","interacts with","g8989.pdb (interacts with) Gpal_D383_g06424.pdb","0.00833142","false","interacts with","g8989.pdb (interacts with) Gpal_D383_g06424.pdb","g8989.pdb","Gpal_D383_g06424.pdb"
"417827","5.59","interacts with","g8989.pdb (interacts with) Gpal_D383_g15507.pdb","0.0296616","false","interacts with","g8989.pdb (interacts with) Gpal_D383_g15507.pdb","g8989.pdb","Gpal_D383_g15507.pdb"
"417821","5.18","interacts with","g8989.pdb (interacts with) Gpal_D383_g12972.pdb","0.00429657","false","interacts with","g8989.pdb (interacts with) Gpal_D383_g12972.pdb","g8989.pdb","Gpal_D383_g12972.pdb"
"417803","5.26","interacts with","g8989.pdb (interacts with) Gpal_D383_g08348.pdb","0.0475458","false","interacts with","g8989.pdb (interacts with) Gpal_D383_g08348.pdb","g8989.pdb","Gpal_D383_g08348.pdb"
"417800","6.97","interacts with","g8989.pdb (interacts with) Gpal_D383_g07804.pdb","0.01537605","false","interacts with","g8989.pdb (interacts with) Gpal_D383_g07804.pdb","g8989.pdb","Gpal_D383_g07804.pdb"
"417824","3.12","interacts with","g8989.pdb (interacts with) Gpal_D383_g13567.pdb","8.96391E-5","false","interacts with","g8989.pdb (interacts with) Gpal_D383_g13567.pdb","g8989.pdb","Gpal_D383_g13567.pdb"
"417812","8.6","interacts with","g8989.pdb (interacts with) Gpal_D383_g10689.pdb","0.00333693","false","interacts with","g8989.pdb (interacts with) Gpal_D383_g10689.pdb","g8989.pdb","Gpal_D383_g10689.pdb"
"417806","1.65","interacts with","g8989.pdb (interacts with) Gpal_D383_g10651.pdb","0.00634671","false","interacts with","g8989.pdb (interacts with) Gpal_D383_g10651.pdb","g8989.pdb","Gpal_D383_g10651.pdb"
"417794","5.56","interacts with","g8989.pdb (interacts with) Gpal_D383_g02875.pdb","3.35874E-4","false","interacts with","g8989.pdb (interacts with) Gpal_D383_g02875.pdb","g8989.pdb","Gpal_D383_g02875.pdb"
"417809","4.86","interacts with","g8989.pdb (interacts with) Gpal_D383_g10677.pdb","0.01707723","false","interacts with","g8989.pdb (interacts with) Gpal_D383_g10677.pdb","g8989.pdb","Gpal_D383_g10677.pdb"
"417818","6.35","interacts with","g8989.pdb (interacts with) Gpal_D383_g12696.pdb","3.75132E-4","false","interacts with","g8989.pdb (interacts with) Gpal_D383_g12696.pdb","g8989.pdb","Gpal_D383_g12696.pdb"
"417788","5.29","interacts with","g8983.pdb (interacts with) Gpal_D383_g14566.pdb","0.0331512","false","interacts with","g8983.pdb (interacts with) Gpal_D383_g14566.pdb","g8983.pdb","Gpal_D383_g14566.pdb"
"417776","4.13","interacts with","g8983.pdb (interacts with) Gpal_D383_g00468.pdb","0.02152647","false","interacts with","g8983.pdb (interacts with) Gpal_D383_g00468.pdb","g8983.pdb","Gpal_D383_g00468.pdb"
"417782","7.12","interacts with","g8983.pdb (interacts with) Gpal_D383_g07804.pdb","0.01456908","false","interacts with","g8983.pdb (interacts with) Gpal_D383_g07804.pdb","g8983.pdb","Gpal_D383_g07804.pdb"
"417779","4.37","interacts with","g8983.pdb (interacts with) Gpal_D383_g02875.pdb","0.0416571","false","interacts with","g8983.pdb (interacts with) Gpal_D383_g02875.pdb","g8983.pdb","Gpal_D383_g02875.pdb"
"417791","5.06","interacts with","g8983.pdb (interacts with) Gpal_D383_g16752.pdb","0.01343496","false","interacts with","g8983.pdb (interacts with) Gpal_D383_g16752.pdb","g8983.pdb","Gpal_D383_g16752.pdb"
"417761","7.5","interacts with","g8976.pdb (interacts with) Gpal_D383_g10689.pdb","0.0318426","false","interacts with","g8976.pdb (interacts with) Gpal_D383_g10689.pdb","g8976.pdb","Gpal_D383_g10689.pdb"
"417770","8.62","interacts with","g8976.pdb (interacts with) Gpal_D383_g12696.pdb","0.01336953","false","interacts with","g8976.pdb (interacts with) Gpal_D383_g12696.pdb","g8976.pdb","Gpal_D383_g12696.pdb"
"417698","4.76","interacts with","g8907.pdb (interacts with) Gpal_D383_g10606.pdb","0.0440562","false","interacts with","g8907.pdb (interacts with) Gpal_D383_g10606.pdb","g8907.pdb","Gpal_D383_g10606.pdb"
"417695","5.03","interacts with","g8907.pdb (interacts with) Gpal_D383_g06417.pdb","0.0438381","false","interacts with","g8907.pdb (interacts with) Gpal_D383_g06417.pdb","g8907.pdb","Gpal_D383_g06417.pdb"
"417692","6.52","interacts with","g8867.pdb (interacts with) Gpal_D383_g11130.pdb","0.0495087","false","interacts with","g8867.pdb (interacts with) Gpal_D383_g11130.pdb","g8867.pdb","Gpal_D383_g11130.pdb"
"417644","6.85","interacts with","g8780.pdb (interacts with) Gpal_D383_g10855.pdb","0.047982","false","interacts with","g8780.pdb (interacts with) Gpal_D383_g10855.pdb","g8780.pdb","Gpal_D383_g10855.pdb"
"417182","6.58","interacts with","g8530.pdb (interacts with) Gpal_D383_g13567.pdb","0.0407847","false","interacts with","g8530.pdb (interacts with) Gpal_D383_g13567.pdb","g8530.pdb","Gpal_D383_g13567.pdb"
"417170","3.33","interacts with","g8530.pdb (interacts with) Gpal_D383_g10855.pdb","0.0209376","false","interacts with","g8530.pdb (interacts with) Gpal_D383_g10855.pdb","g8530.pdb","Gpal_D383_g10855.pdb"
"417179","5.17","interacts with","g8530.pdb (interacts with) Gpal_D383_g12696.pdb","0.01770972","false","interacts with","g8530.pdb (interacts with) Gpal_D383_g12696.pdb","g8530.pdb","Gpal_D383_g12696.pdb"
"416525","4.49","interacts with","g8230.pdb (interacts with) Gpal_D383_g04238.pdb","0.01273704","false","interacts with","g8230.pdb (interacts with) Gpal_D383_g04238.pdb","g8230.pdb","Gpal_D383_g04238.pdb"
"416027","3.8","interacts with","g774.pdb (interacts with) Gpal_D383_g11039.pdb","0.0482001","false","interacts with","g774.pdb (interacts with) Gpal_D383_g11039.pdb","g774.pdb","Gpal_D383_g11039.pdb"
"416066","6.7","interacts with","g774.pdb (interacts with) Gpal_D383_g16874.pdb","0.0368589","false","interacts with","g774.pdb (interacts with) Gpal_D383_g16874.pdb","g774.pdb","Gpal_D383_g16874.pdb"
"416009","7.96","interacts with","g774.pdb (interacts with) Gpal_D383_g10528.pdb","0.0333693","false","interacts with","g774.pdb (interacts with) Gpal_D383_g10528.pdb","g774.pdb","Gpal_D383_g10528.pdb"
"415997","4.87","interacts with","g774.pdb (interacts with) Gpal_D383_g06424.pdb","0.0126498","false","interacts with","g774.pdb (interacts with) Gpal_D383_g06424.pdb","g774.pdb","Gpal_D383_g06424.pdb"
"416000","4.81","interacts with","g774.pdb (interacts with) Gpal_D383_g06425.pdb","0.01954176","false","interacts with","g774.pdb (interacts with) Gpal_D383_g06425.pdb","g774.pdb","Gpal_D383_g06425.pdb"
"416003","5.94","interacts with","g774.pdb (interacts with) Gpal_D383_g07804.pdb","0.0279168","false","interacts with","g774.pdb (interacts with) Gpal_D383_g07804.pdb","g774.pdb","Gpal_D383_g07804.pdb"
"416051","6.67","interacts with","g774.pdb (interacts with) Gpal_D383_g13567.pdb","5.29983E-4","false","interacts with","g774.pdb (interacts with) Gpal_D383_g13567.pdb","g774.pdb","Gpal_D383_g13567.pdb"
"416024","10.43","interacts with","g774.pdb (interacts with) Gpal_D383_g10855.pdb","0.00536526","false","interacts with","g774.pdb (interacts with) Gpal_D383_g10855.pdb","g774.pdb","Gpal_D383_g10855.pdb"
"416021","10.31","interacts with","g774.pdb (interacts with) Gpal_D383_g10689.pdb","0.001555053","false","interacts with","g774.pdb (interacts with) Gpal_D383_g10689.pdb","g774.pdb","Gpal_D383_g10689.pdb"
"416015","5.77","interacts with","g774.pdb (interacts with) Gpal_D383_g10651.pdb","4.73277E-4","false","interacts with","g774.pdb (interacts with) Gpal_D383_g10651.pdb","g774.pdb","Gpal_D383_g10651.pdb"
"415994","4.82","interacts with","g774.pdb (interacts with) Gpal_D383_g06417.pdb","0.0492906","false","interacts with","g774.pdb (interacts with) Gpal_D383_g06417.pdb","g774.pdb","Gpal_D383_g06417.pdb"
"415964","4.02","interacts with","g774.pdb (interacts with) Gpal_D383_g00430.pdb","0.01550691","false","interacts with","g774.pdb (interacts with) Gpal_D383_g00430.pdb","g774.pdb","Gpal_D383_g00430.pdb"
"415979","10.31","interacts with","g774.pdb (interacts with) Gpal_D383_g02875.pdb","5.27802E-4","false","interacts with","g774.pdb (interacts with) Gpal_D383_g02875.pdb","g774.pdb","Gpal_D383_g02875.pdb"
"415967","5.52","interacts with","g774.pdb (interacts with) Gpal_D383_g00831.pdb","0.0287892","false","interacts with","g774.pdb (interacts with) Gpal_D383_g00831.pdb","g774.pdb","Gpal_D383_g00831.pdb"
"416018","7.84","interacts with","g774.pdb (interacts with) Gpal_D383_g10677.pdb","0.01162473","false","interacts with","g774.pdb (interacts with) Gpal_D383_g10677.pdb","g774.pdb","Gpal_D383_g10677.pdb"
"415973","4.57","interacts with","g774.pdb (interacts with) Gpal_D383_g01383.pdb","4.60191E-4","false","interacts with","g774.pdb (interacts with) Gpal_D383_g01383.pdb","g774.pdb","Gpal_D383_g01383.pdb"
"416063","5.06","interacts with","g774.pdb (interacts with) Gpal_D383_g16752.pdb","0.00285711","false","interacts with","g774.pdb (interacts with) Gpal_D383_g16752.pdb","g774.pdb","Gpal_D383_g16752.pdb"
"416048","5.61","interacts with","g774.pdb (interacts with) Gpal_D383_g12778.pdb","0.00765531","false","interacts with","g774.pdb (interacts with) Gpal_D383_g12778.pdb","g774.pdb","Gpal_D383_g12778.pdb"
"416045","11.11","interacts with","g774.pdb (interacts with) Gpal_D383_g12696.pdb","0.001297695","false","interacts with","g774.pdb (interacts with) Gpal_D383_g12696.pdb","g774.pdb","Gpal_D383_g12696.pdb"
"415949","2.56","interacts with","g773.pdb (interacts with) Gpal_D383_g06425.pdb","0.0451467","false","interacts with","g773.pdb (interacts with) Gpal_D383_g06425.pdb","g773.pdb","Gpal_D383_g06425.pdb"
"415946","4.65","interacts with","g773.pdb (interacts with) Gpal_D383_g01383.pdb","0.01343496","false","interacts with","g773.pdb (interacts with) Gpal_D383_g01383.pdb","g773.pdb","Gpal_D383_g01383.pdb"
"415958","5.93","interacts with","g773.pdb (interacts with) Gpal_D383_g12696.pdb","0.01581225","false","interacts with","g773.pdb (interacts with) Gpal_D383_g12696.pdb","g773.pdb","Gpal_D383_g12696.pdb"
"415934","6.7","interacts with","g772.pdb (interacts with) Gpal_D383_g13992.pdb","0.01951995","false","interacts with","g772.pdb (interacts with) Gpal_D383_g13992.pdb","g772.pdb","Gpal_D383_g13992.pdb"
"415901","6.4","interacts with","g772.pdb (interacts with) Gpal_D383_g06425.pdb","0.01415469","false","interacts with","g772.pdb (interacts with) Gpal_D383_g06425.pdb","g772.pdb","Gpal_D383_g06425.pdb"
"415928","3.92","interacts with","g772.pdb (interacts with) Gpal_D383_g13295.pdb","0.0490725","false","interacts with","g772.pdb (interacts with) Gpal_D383_g13295.pdb","g772.pdb","Gpal_D383_g13295.pdb"
"415943","5.84","interacts with","g772.pdb (interacts with) Gpal_D383_g16759.pdb","0.01688094","false","interacts with","g772.pdb (interacts with) Gpal_D383_g16759.pdb","g772.pdb","Gpal_D383_g16759.pdb"
"415904","8.14","interacts with","g772.pdb (interacts with) Gpal_D383_g07804.pdb","0.01190826","false","interacts with","g772.pdb (interacts with) Gpal_D383_g07804.pdb","g772.pdb","Gpal_D383_g07804.pdb"
"415931","8.88","interacts with","g772.pdb (interacts with) Gpal_D383_g13567.pdb","0.0229005","false","interacts with","g772.pdb (interacts with) Gpal_D383_g13567.pdb","g772.pdb","Gpal_D383_g13567.pdb"
"415916","8.19","interacts with","g772.pdb (interacts with) Gpal_D383_g10689.pdb","0.00540888","false","interacts with","g772.pdb (interacts with) Gpal_D383_g10689.pdb","g772.pdb","Gpal_D383_g10689.pdb"
"415910","6.21","interacts with","g772.pdb (interacts with) Gpal_D383_g10651.pdb","0.0396942","false","interacts with","g772.pdb (interacts with) Gpal_D383_g10651.pdb","g772.pdb","Gpal_D383_g10651.pdb"
"415898","8.33","interacts with","g772.pdb (interacts with) Gpal_D383_g02875.pdb","0.00229005","false","interacts with","g772.pdb (interacts with) Gpal_D383_g02875.pdb","g772.pdb","Gpal_D383_g02875.pdb"
"415913","5.46","interacts with","g772.pdb (interacts with) Gpal_D383_g10677.pdb","0.0252996","false","interacts with","g772.pdb (interacts with) Gpal_D383_g10677.pdb","g772.pdb","Gpal_D383_g10677.pdb"
"415940","5.26","interacts with","g772.pdb (interacts with) Gpal_D383_g16752.pdb","0.0434019","false","interacts with","g772.pdb (interacts with) Gpal_D383_g16752.pdb","g772.pdb","Gpal_D383_g16752.pdb"
"415925","4.67","interacts with","g772.pdb (interacts with) Gpal_D383_g12696.pdb","0.01585587","false","interacts with","g772.pdb (interacts with) Gpal_D383_g12696.pdb","g772.pdb","Gpal_D383_g12696.pdb"
"415895","8.25","interacts with","g772.pdb (interacts with) Gpal_D383_g02541.pdb","0.032715","false","interacts with","g772.pdb (interacts with) Gpal_D383_g02541.pdb","g772.pdb","Gpal_D383_g02541.pdb"
"415892","10.34","interacts with","g768.pdb (interacts with) Gpal_D383_g07804.pdb","0.00488544","false","interacts with","g768.pdb (interacts with) Gpal_D383_g07804.pdb","g768.pdb","Gpal_D383_g07804.pdb"
"415874","8.09","interacts with","g765.pdb (interacts with) Gpal_D383_g06425.pdb","0.0329331","false","interacts with","g765.pdb (interacts with) Gpal_D383_g06425.pdb","g765.pdb","Gpal_D383_g06425.pdb"
"415877","4.0","interacts with","g765.pdb (interacts with) Gpal_D383_g10651.pdb","0.0429657","false","interacts with","g765.pdb (interacts with) Gpal_D383_g10651.pdb","g765.pdb","Gpal_D383_g10651.pdb"
"415871","6.08","interacts with","g765.pdb (interacts with) Gpal_D383_g02875.pdb","0.0222462","false","interacts with","g765.pdb (interacts with) Gpal_D383_g02875.pdb","g765.pdb","Gpal_D383_g02875.pdb"
"415868","3.47","interacts with","g765.pdb (interacts with) Gpal_D383_g01383.pdb","0.0405666","false","interacts with","g765.pdb (interacts with) Gpal_D383_g01383.pdb","g765.pdb","Gpal_D383_g01383.pdb"
"415886","6.15","interacts with","g765.pdb (interacts with) Gpal_D383_g12696.pdb","0.0410028","false","interacts with","g765.pdb (interacts with) Gpal_D383_g12696.pdb","g765.pdb","Gpal_D383_g12696.pdb"
"415844","8.29","interacts with","g762.pdb (interacts with) Gpal_D383_g06424.pdb","0.0322788","false","interacts with","g762.pdb (interacts with) Gpal_D383_g06424.pdb","g762.pdb","Gpal_D383_g06424.pdb"
"415847","6.11","interacts with","g762.pdb (interacts with) Gpal_D383_g06425.pdb","0.00418752","false","interacts with","g762.pdb (interacts with) Gpal_D383_g06425.pdb","g762.pdb","Gpal_D383_g06425.pdb"
"415853","6.36","interacts with","g762.pdb (interacts with) Gpal_D383_g07804.pdb","0.001520157","false","interacts with","g762.pdb (interacts with) Gpal_D383_g07804.pdb","g762.pdb","Gpal_D383_g07804.pdb"
"415859","9.38","interacts with","g762.pdb (interacts with) Gpal_D383_g10689.pdb","0.0274806","false","interacts with","g762.pdb (interacts with) Gpal_D383_g10689.pdb","g762.pdb","Gpal_D383_g10689.pdb"
"415856","5.58","interacts with","g762.pdb (interacts with) Gpal_D383_g10651.pdb","0.01186464","false","interacts with","g762.pdb (interacts with) Gpal_D383_g10651.pdb","g762.pdb","Gpal_D383_g10651.pdb"
"415841","9.04","interacts with","g762.pdb (interacts with) Gpal_D383_g02875.pdb","0.01315143","false","interacts with","g762.pdb (interacts with) Gpal_D383_g02875.pdb","g762.pdb","Gpal_D383_g02875.pdb"
"415838","4.62","interacts with","g762.pdb (interacts with) Gpal_D383_g01383.pdb","0.01016346","false","interacts with","g762.pdb (interacts with) Gpal_D383_g01383.pdb","g762.pdb","Gpal_D383_g01383.pdb"
"415835","6.0","interacts with","g761.pdb (interacts with) Gpal_D383_g16752.pdb","0.01943271","false","interacts with","g761.pdb (interacts with) Gpal_D383_g16752.pdb","g761.pdb","Gpal_D383_g16752.pdb"
"415832","5.04","interacts with","g761.pdb (interacts with) Gpal_D383_g12696.pdb","0.01646655","false","interacts with","g761.pdb (interacts with) Gpal_D383_g12696.pdb","g761.pdb","Gpal_D383_g12696.pdb"
"415796","6.9","interacts with","g754.pdb (interacts with) Gpal_D383_g12696.pdb","0.028353","false","interacts with","g754.pdb (interacts with) Gpal_D383_g12696.pdb","g754.pdb","Gpal_D383_g12696.pdb"
"415790","6.19","interacts with","g754.pdb (interacts with) Gpal_D383_g02541.pdb","0.0407847","false","interacts with","g754.pdb (interacts with) Gpal_D383_g02541.pdb","g754.pdb","Gpal_D383_g02541.pdb"
"415646","6.88","interacts with","g751.pdb (interacts with) Gpal_D383_g10528.pdb","0.0453648","false","interacts with","g751.pdb (interacts with) Gpal_D383_g10528.pdb","g751.pdb","Gpal_D383_g10528.pdb"
"415643","4.83","interacts with","g751.pdb (interacts with) Gpal_D383_g08074.pdb","0.032715","false","interacts with","g751.pdb (interacts with) Gpal_D383_g08074.pdb","g751.pdb","Gpal_D383_g08074.pdb"
"415640","6.05","interacts with","g751.pdb (interacts with) Gpal_D383_g06424.pdb","0.0224643","false","interacts with","g751.pdb (interacts with) Gpal_D383_g06424.pdb","g751.pdb","Gpal_D383_g06424.pdb"
"415631","2.94","interacts with","g751.pdb (interacts with) Gpal_D383_g00334.pdb","0.0407847","false","interacts with","g751.pdb (interacts with) Gpal_D383_g00334.pdb","g751.pdb","Gpal_D383_g00334.pdb"
"415637","6.82","interacts with","g751.pdb (interacts with) Gpal_D383_g04272.pdb","0.0495087","false","interacts with","g751.pdb (interacts with) Gpal_D383_g04272.pdb","g751.pdb","Gpal_D383_g04272.pdb"
"415667","5.6","interacts with","g751.pdb (interacts with) Gpal_D383_g13567.pdb","0.034896","false","interacts with","g751.pdb (interacts with) Gpal_D383_g13567.pdb","g751.pdb","Gpal_D383_g13567.pdb"
"415649","5.94","interacts with","g751.pdb (interacts with) Gpal_D383_g10651.pdb","0.01149387","false","interacts with","g751.pdb (interacts with) Gpal_D383_g10651.pdb","g751.pdb","Gpal_D383_g10651.pdb"
"415634","9.38","interacts with","g751.pdb (interacts with) Gpal_D383_g02875.pdb","4.01304E-4","false","interacts with","g751.pdb (interacts with) Gpal_D383_g02875.pdb","g751.pdb","Gpal_D383_g02875.pdb"
"415652","5.06","interacts with","g751.pdb (interacts with) Gpal_D383_g10677.pdb","0.00815694","false","interacts with","g751.pdb (interacts with) Gpal_D383_g10677.pdb","g751.pdb","Gpal_D383_g10677.pdb"
"415664","5.59","interacts with","g751.pdb (interacts with) Gpal_D383_g12696.pdb","0.0462372","false","interacts with","g751.pdb (interacts with) Gpal_D383_g12696.pdb","g751.pdb","Gpal_D383_g12696.pdb"
"415319","7.08","interacts with","g727.pdb (interacts with) Gpal_D383_g07804.pdb","0.0250815","false","interacts with","g727.pdb (interacts with) Gpal_D383_g07804.pdb","g727.pdb","Gpal_D383_g07804.pdb"
"415328","5.04","interacts with","g727.pdb (interacts with) Gpal_D383_g10855.pdb","0.0423114","false","interacts with","g727.pdb (interacts with) Gpal_D383_g10855.pdb","g727.pdb","Gpal_D383_g10855.pdb"
"415322","4.21","interacts with","g727.pdb (interacts with) Gpal_D383_g10651.pdb","0.0248634","false","interacts with","g727.pdb (interacts with) Gpal_D383_g10651.pdb","g727.pdb","Gpal_D383_g10651.pdb"
"415316","9.05","interacts with","g727.pdb (interacts with) Gpal_D383_g02875.pdb","0.028353","false","interacts with","g727.pdb (interacts with) Gpal_D383_g02875.pdb","g727.pdb","Gpal_D383_g02875.pdb"
"415313","5.03","interacts with","g727.pdb (interacts with) Gpal_D383_g00831.pdb","0.0311883","false","interacts with","g727.pdb (interacts with) Gpal_D383_g00831.pdb","g727.pdb","Gpal_D383_g00831.pdb"
"415325","4.33","interacts with","g727.pdb (interacts with) Gpal_D383_g10677.pdb","0.02100303","false","interacts with","g727.pdb (interacts with) Gpal_D383_g10677.pdb","g727.pdb","Gpal_D383_g10677.pdb"
"415148","3.15","interacts with","g721.pdb (interacts with) Gpal_D383_g16874.pdb","0.01005441","false","interacts with","g721.pdb (interacts with) Gpal_D383_g16874.pdb","g721.pdb","Gpal_D383_g16874.pdb"
"415127","3.18","interacts with","g721.pdb (interacts with) Gpal_D383_g12147.pdb","0.0122136","false","interacts with","g721.pdb (interacts with) Gpal_D383_g12147.pdb","g721.pdb","Gpal_D383_g12147.pdb"
"415109","6.18","interacts with","g721.pdb (interacts with) Gpal_D383_g08074.pdb","0.0462372","false","interacts with","g721.pdb (interacts with) Gpal_D383_g08074.pdb","g721.pdb","Gpal_D383_g08074.pdb"
"415145","2.63","interacts with","g721.pdb (interacts with) Gpal_D383_g15507.pdb","4.29657E-4","false","interacts with","g721.pdb (interacts with) Gpal_D383_g15507.pdb","g721.pdb","Gpal_D383_g15507.pdb"
"415112","5.39","interacts with","g721.pdb (interacts with) Gpal_D383_g08075.pdb","0.00442743","false","interacts with","g721.pdb (interacts with) Gpal_D383_g08075.pdb","g721.pdb","Gpal_D383_g08075.pdb"
"415136","7.08","interacts with","g721.pdb (interacts with) Gpal_D383_g12972.pdb","0.0366408","false","interacts with","g721.pdb (interacts with) Gpal_D383_g12972.pdb","g721.pdb","Gpal_D383_g12972.pdb"
"415085","3.96","interacts with","g721.pdb (interacts with) Gpal_D383_g00468.pdb","0.01648836","false","interacts with","g721.pdb (interacts with) Gpal_D383_g00468.pdb","g721.pdb","Gpal_D383_g00468.pdb"
"415079","7.07","interacts with","g721.pdb (interacts with) Gpal_D383_g00012.pdb","0.01493985","false","interacts with","g721.pdb (interacts with) Gpal_D383_g00012.pdb","g721.pdb","Gpal_D383_g00012.pdb"
"415124","4.79","interacts with","g721.pdb (interacts with) Gpal_D383_g11130.pdb","0.0056706","false","interacts with","g721.pdb (interacts with) Gpal_D383_g11130.pdb","g721.pdb","Gpal_D383_g11130.pdb"
"415103","6.56","interacts with","g721.pdb (interacts with) Gpal_D383_g07804.pdb","0.01297695","false","interacts with","g721.pdb (interacts with) Gpal_D383_g07804.pdb","g721.pdb","Gpal_D383_g07804.pdb"
"415139","4.05","interacts with","g721.pdb (interacts with) Gpal_D383_g13567.pdb","0.002045778","false","interacts with","g721.pdb (interacts with) Gpal_D383_g13567.pdb","g721.pdb","Gpal_D383_g13567.pdb"
"415121","7.29","interacts with","g721.pdb (interacts with) Gpal_D383_g10689.pdb","2.20281E-5","false","interacts with","g721.pdb (interacts with) Gpal_D383_g10689.pdb","g721.pdb","Gpal_D383_g10689.pdb"
"415115","7.51","interacts with","g721.pdb (interacts with) Gpal_D383_g10651.pdb","0.01271523","false","interacts with","g721.pdb (interacts with) Gpal_D383_g10651.pdb","g721.pdb","Gpal_D383_g10651.pdb"
"415082","3.94","interacts with","g721.pdb (interacts with) Gpal_D383_g00430.pdb","0.0320607","false","interacts with","g721.pdb (interacts with) Gpal_D383_g00430.pdb","g721.pdb","Gpal_D383_g00430.pdb"
"415100","12.44","interacts with","g721.pdb (interacts with) Gpal_D383_g02875.pdb","9.33468E-7","false","interacts with","g721.pdb (interacts with) Gpal_D383_g02875.pdb","g721.pdb","Gpal_D383_g02875.pdb"
"415151","3.95","interacts with","g721.pdb (interacts with) Gpal_D383_g17470.pdb","0.01925823","false","interacts with","g721.pdb (interacts with) Gpal_D383_g17470.pdb","g721.pdb","Gpal_D383_g17470.pdb"
"415088","5.26","interacts with","g721.pdb (interacts with) Gpal_D383_g00831.pdb","0.01118853","false","interacts with","g721.pdb (interacts with) Gpal_D383_g00831.pdb","g721.pdb","Gpal_D383_g00831.pdb"
"415118","6.4","interacts with","g721.pdb (interacts with) Gpal_D383_g10677.pdb","0.01960719","false","interacts with","g721.pdb (interacts with) Gpal_D383_g10677.pdb","g721.pdb","Gpal_D383_g10677.pdb"
"415091","4.64","interacts with","g721.pdb (interacts with) Gpal_D383_g01383.pdb","0.0416571","false","interacts with","g721.pdb (interacts with) Gpal_D383_g01383.pdb","g721.pdb","Gpal_D383_g01383.pdb"
"415010","11.79","interacts with","g7126.pdb (interacts with) Gpal_D383_g08142.pdb","0.00870219","false","interacts with","g7126.pdb (interacts with) Gpal_D383_g08142.pdb","g7126.pdb","Gpal_D383_g08142.pdb"
"415004","14.39","interacts with","g7126.pdb (interacts with) Gpal_D383_g00638.pdb","0.0224643","false","interacts with","g7126.pdb (interacts with) Gpal_D383_g00638.pdb","g7126.pdb","Gpal_D383_g00638.pdb"
