Gpal_ID	Uniprot_ID	Protein Name	 Gene Name	 Wormbase ref	Spec_A	Spec_B
Gpal_D383_g02913	O61941	Serpentine Receptor, class BC (Class B-like)	srbc-67 CELE_T24A6.10 T24A6.10	T24A6.10a;	Gpal	Cele
Gpal_D383_g02913	O61944	G_PROTEIN_RECEP_F1_2 domain-containing protein	srbc-68 CELE_T24A6.13 T24A6.13	T24A6.13;	Gpal	Cele
Gpal_D383_g02913	O61946	Serpentine Receptor, class I	sri-21 CELE_T24A6.4 T24A6.4	T24A6.4;	Gpal	Cele
Gpal_D383_g02913	O61970	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-142 CELE_H05B21.3 H05B21.3	H05B21.3;	Gpal	Cele
Gpal_D383_g02913	O61971	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-144 CELE_H05B21.4 H05B21.4	H05B21.4;	Gpal	Cele
Gpal_D383_g02913	O61981	Seven TM Receptor	str-240 CELE_K02H11.2 K02H11.2	K02H11.2;	Gpal	Cele
Gpal_D383_g02913	O62029	Seven TM Receptor	str-231 C06C6.3 CELE_C06C6.3	C06C6.3;	Gpal	Cele
Gpal_D383_g02913	O62051	Serpentine Receptor, class Z	srz-29 C08F11.9 CELE_C08F11.9	C08F11.9;	Gpal	Cele
Gpal_D383_g02913	O62081	Serpentine Receptor, class XA	srxa-7 C31A11.6 CELE_C31A11.6	C31A11.6;	Gpal	Cele
Gpal_D383_g02913	O62169	Nematocin receptor 2	ntr-2 F14F4.1	F14F4.1;	Gpal	Cele
Gpal_D383_g02913	O62174	Protein containing ALS2cr12 (ALS2CR12) signature	pals-1 CELE_F15D3.8 F15D3.8	F15D3.8;	Gpal	Cele
Gpal_D383_g02913	O62184	Seven TM Receptor	str-55 CELE_F26D2.7 F26D2.7	F26D2.7;	Gpal	Cele
Gpal_D383_g02913	O62189	G_PROTEIN_RECEP_F1_2 domain-containing protein	npr-33 CELE_F31B9.1 F31B9.1	F31B9.1;	Gpal	Cele
Gpal_D383_g02913	O62236	t-SNARE coiled-coil homology domain-containing protein	syx-7 CELE_F36F2.4 F36F2.4	F36F2.4;	Gpal	Cele
Gpal_D383_g02913	O62266	Serpentine receptor class epsilon-31 (Protein sre-31)	sre-31 F57G9.1	F57G9.1;	Gpal	Cele
Gpal_D383_g02913	O62267	Serpentine receptor class epsilon-30 (Protein sre-30)	sre-30 F57G9.2	F57G9.2;	Gpal	Cele
Gpal_D383_g02913	O62269	Serpentine receptor class epsilon-29 (Protein sre-29)	sre-29 F57G9.4	F57G9.4;	Gpal	Cele
Gpal_D383_g02913	O62300	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-31 CELE_K03D7.2 K03D7.2	K03D7.2;	Gpal	Cele
Gpal_D383_g02913	O62311	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-111 CELE_M01G12.4 M01G12.4	M01G12.4;	Gpal	Cele
Gpal_D383_g02913	O62362	Serpentine Receptor, class BC (Class B-like)	srbc-63 CELE_T06E6.11 T06E6.11	T06E6.11;	Gpal	Cele
Gpal_D383_g02913	O62367	Serpentine receptor class alpha-23 (Protein sra-23)	sra-23 T06G6.1	T06G6.1;	Gpal	Cele
Gpal_D383_g02913	O62368	Serpentine receptor class alpha-24 (Protein sra-24)	sra-24 T06G6.2	T06G6.2;	Gpal	Cele
Gpal_D383_g02913	O62449	G_PROTEIN_RECEP_F1_2 domain-containing protein	srxa-14 CELE_Y44A6B.1 Y44A6B.1	Y44A6B.1;	Gpal	Cele
Gpal_D383_g02913	O62450	G_PROTEIN_RECEP_F1_2 domain-containing protein	srxa-15 CELE_Y44A6B.2 Y44A6B.2	Y44A6B.2a;	Gpal	Cele
Gpal_D383_g02913	O62488	Serpentine receptor class epsilon-27 (Protein sre-27)	sre-27 Y57A10C.3	Y57A10C.3;	Gpal	Cele
Gpal_D383_g02913	O62489	Serpentine receptor class epsilon-26 (Protein sre-26)	sre-26 Y57A10C.4	Y57A10C.4;	Gpal	Cele
Gpal_D383_g02913	NA	Gpal	Cele
Gpal_D383_g02913	O62492	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_Y57A10C.8 Y57A10C.8	Y57A10C.8;	Gpal	Cele
Gpal_D383_g02913	O76412	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_T10H9.1 T10H9.1	T10H9.1;	Gpal	Cele
Gpal_D383_g02913	O76433	Serpentine Receptor, class T	srt-29 C24B9.5 CELE_C24B9.5	C24B9.5;	Gpal	Cele
Gpal_D383_g02913	O76434	Serpentine Receptor, class T	srt-27 C24B9.6 CELE_C24B9.6	C24B9.6;	Gpal	Cele
Gpal_D383_g02913	O76439	Serpentine receptor class gamma	srg-56 C24B9.10 CELE_C24B9.10	C24B9.10;	Gpal	Cele
Gpal_D383_g02913	O76442	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-24 C24B9.16 CELE_C24B9.16	C24B9.16;	Gpal	Cele
Gpal_D383_g02913	O76620	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-66 CELE_Y57G7A.4 Y57G7A.4	Y57G7A.4;	Gpal	Cele
Gpal_D383_g02913	O76625	Serpentine Receptor, class Z	srz-64 CELE_Y57G7A.7 Y57G7A.7	Y57G7A.7;	Gpal	Cele
Gpal_D383_g02913	O76666	G_PROTEIN_RECEP_F1_2 domain-containing protein	dmsr-12 CELE_H34P18.1 H34P18.1	H34P18.1b;	Gpal	Cele
Gpal_D383_g02913	O76680	7TM_GPCR_Srx domain-containing protein	srx-121 C04E12.8 CELE_C04E12.8	C04E12.8;	Gpal	Cele
Gpal_D383_g02913	O76681	Serpentine Receptor, class BC (Class B-like)	srbc-2 C04E12.9 CELE_C04E12.9	C04E12.9;	Gpal	Cele
Gpal_D383_g02913	O76702	Uncharacterized protein	CELE_ZC190.2 ZC190.2	ZC190.2;	Gpal	Cele
Gpal_D383_g02913	P34490	Serpentine receptor class X 45 (Protein srx-45)	srx-45 K01B6.2	K01B6.2;	Gpal	Cele
Gpal_D383_g02913	P34551	Serpentine receptor class XA 10 (Protein srxa-10)	srxa-10 R10E11.7	R10E11.7;	Gpal	Cele
Gpal_D383_g02913	P34571	Serpentine receptor class T-55 (Protein srt-55)	srt-55 T16H12.8	T16H12.8;	Gpal	Cele
Gpal_D383_g02913	P34590	Uncharacterized protein ZC21.6	ZC21.6	ZC21.6a [P34590-2];ZC21.6b [P34590-1];	Gpal	Cele
Gpal_D383_g02913	P34665	Uncharacterized protein ZK652.8	ZK652.8	ZK652.8;	Gpal	Cele
Gpal_D383_g02913	P41941	Golgi SNAP receptor complex member 2 homolog memb-1	memb-1 gosr-2.1 B0272.2	B0272.2;	Gpal	Cele
Gpal_D383_g02913	P46564	Serpentine receptor class V-1 (Protein srv-1) (Protein srg-12)	srv-1 srg-12 R13F6.3	R13F6.3;	Gpal	Cele
Gpal_D383_g02913	P46565	Serpentine receptor class gamma-8 (Protein srg-8)	srg-8 T12A2.9	T12A2.9;	Gpal	Cele
Gpal_D383_g02913	P46567	Serpentine receptor class gamma-13 (Protein srg-13)	srg-13 T23F11.5	T23F11.5;	Gpal	Cele
Gpal_D383_g02913	P46568	Serpentine receptor class gamma-10 (Protein srg-10)	srg-10 T04A8.1	T04A8.1;	Gpal	Cele
Gpal_D383_g02913	P46570	Serpentine receptor class gamma-1 (Protein srg-1)	srg-1 C18F10.4	C18F10.4;	Gpal	Cele
Gpal_D383_g02913	P54128	Serpentine receptor class gamma-6 (Protein srg-6)	srg-6 T12A2.13	T12A2.13;	Gpal	Cele
Gpal_D383_g02913	P54141	Serpentine receptor class beta-6 (Protein srb-6)	srb-6 R05H5.6	R05H5.6;	Gpal	Cele
Gpal_D383_g02913	P54142	Serpentine receptor class beta-7 (Protein srb-7)	srb-7 F37C12.17	F37C12.17;	Gpal	Cele
Gpal_D383_g02913	P83260	Serpentine receptor class beta-8/9 (Protein srb-8/Srb-9)	srb-8 F37C12.15; srb-9 F37C12.16	F37C12.15;	Gpal	Cele
Gpal_D383_g02913	P90817	7TM_GPCR_Srx domain-containing protein	srx-130 CELE_F09F3.1 F09F3.1	F09F3.1a;	Gpal	Cele
Gpal_D383_g02913	P90819	7TM_GPCR_Srx domain-containing protein	srx-133 CELE_F09F3.4 F09F3.4	F09F3.4;	Gpal	Cele
Gpal_D383_g02913	P90821	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-134 CELE_F09F3.7 F09F3.7	F09F3.7;	Gpal	Cele
Gpal_D383_g02913	P90823	7TM_GPCR_Srx domain-containing protein	srx-136 CELE_F09F3.12 F09F3.12	F09F3.12;	Gpal	Cele
Gpal_D383_g02913	P90824	7TM_GPCR_Srx domain-containing protein	srx-135 CELE_F09F3.11 F09F3.11	F09F3.11;	Gpal	Cele
Gpal_D383_g02913	P90825	7TM_GPCR_Srx domain-containing protein	srx-137 CELE_F09F3.13 F09F3.13	F09F3.13;	Gpal	Cele
Gpal_D383_g02913	P90837	Serpentine receptor class epsilon-32 (Protein sre-32)	sre-32 W05H5.7	W05H5.7;	Gpal	Cele
Gpal_D383_g02913	P90954	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-96 CELE_T01D3.4 T01D3.4	T01D3.4a;	Gpal	Cele
Gpal_D383_g02913	P90997	Serpentine Receptor, class T	B0432.1 CELE_B0432.1	B0432.1;	Gpal	Cele
Gpal_D383_g02913	P91075	Serpentine Receptor, class BC (Class B-like)	srbc-9 C18B10.3 CELE_C18B10.3	C18B10.3;	Gpal	Cele
Gpal_D383_g02913	P91076	Serpentine Receptor, class BC (Class B-like)	srbc-10 C18B10.2 CELE_C18B10.2	C18B10.2;	Gpal	Cele
Gpal_D383_g02913	P91077	Serpentine Receptor, class BC (Class B-like)	srbc-11 C18B10.1 CELE_C18B10.1	C18B10.1;	Gpal	Cele
Gpal_D383_g02913	P91159	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-129 C44C3.2 CELE_C44C3.2	C44C3.2;	Gpal	Cele
Gpal_D383_g02913	P91160	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-124 C44C3.1 CELE_C44C3.1	C44C3.1;	Gpal	Cele
Gpal_D383_g02913	P91209	Serpentine receptor class delta-30 (Protein srd-30)	srd-30 F07C4.5	F07C4.5;	Gpal	Cele
Gpal_D383_g02913	P91211	Serpentine receptor class delta-31 (Protein srd-31)	srd-31 F07C4.8	F07C4.8;	Gpal	Cele
Gpal_D383_g02913	P91217	Seven TM Receptor	str-47 CELE_F07C4.1 F07C4.1	F07C4.1;	Gpal	Cele
Gpal_D383_g02913	P91378	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-121 CELE_K12D9.3 K12D9.3	K12D9.3;	Gpal	Cele
Gpal_D383_g02913	P91379	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-115 CELE_K12D9.4 K12D9.4	K12D9.4;	Gpal	Cele
Gpal_D383_g02913	P91380	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-120 CELE_K12D9.5 K12D9.5	K12D9.5;	Gpal	Cele
Gpal_D383_g02913	P91382	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-119 CELE_K12D9.7 K12D9.7	K12D9.7;	Gpal	Cele
Gpal_D383_g02913	P91384	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-112 CELE_K12D9.9 K12D9.9	K12D9.9;	Gpal	Cele
Gpal_D383_g02913	P91385	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-136 CELE_K12D9.10 K12D9.10	K12D9.10;	Gpal	Cele
Gpal_D383_g02913	P91407	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_T01B11.1 T01B11.1	T01B11.1;	Gpal	Cele
Gpal_D383_g02913	P91473	Serpentine Receptor, class AB (Class A-like)	srab-21 CELE_T20D4.18 T20D4.18	T20D4.18;	Gpal	Cele
Gpal_D383_g02913	P91474	Serpentine Receptor, class AB (Class A-like)	srab-22 CELE_T20D4.2 T20D4.2	T20D4.2;	Gpal	Cele
Gpal_D383_g02913	P91475	Serpentine Receptor, class AB (Class A-like)	srab-20 CELE_T20D4.1 T20D4.1	T20D4.1;	Gpal	Cele
Gpal_D383_g02913	P91511	Serpentine Receptor, class T	srt-63 CELE_T28A11.15 T28A11.15	T28A11.15;	Gpal	Cele
Gpal_D383_g02913	P91513	Serpentine Receptor, class BC (Class B-like)	srbc-5 CELE_T28A11.7 T28A11.7	T28A11.7;	Gpal	Cele
Gpal_D383_g02913	P91524	Seven TM Receptor	str-64 CELE_T28A11.1 T28A11.1	T28A11.1;	Gpal	Cele
Gpal_D383_g02913	P91549	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-97 CELE_ZC204.15 ZC204.15	ZC204.15;	Gpal	Cele
Gpal_D383_g02913	P91551	Serpentine Receptor, class I	sri-51 CELE_ZC239.8 ZC239.8	ZC239.8;	Gpal	Cele
Gpal_D383_g02913	P91552	Serpentine Receptor, class I	sri-48 CELE_ZC239.9 ZC239.9	ZC239.9;	Gpal	Cele
Gpal_D383_g02913	P91574	7TM_GPCR_Srx domain-containing protein	srx-116 CELE_W05B10.5 W05B10.5	W05B10.5a;	Gpal	Cele
Gpal_D383_g02913	P91980	Serpentine Receptor, class H	srh-18 C50B6.5 CELE_C50B6.5	C50B6.5;	Gpal	Cele
Gpal_D383_g02913	P91994	Serpentine receptor class gamma-46 (Protein srg-46)	srg-46 F32H5.5	F32H5.5;	Gpal	Cele
Gpal_D383_g02913	P91999	Serpentine Receptor, class V	srv-8 CELE_F53F1.7 F53F1.7	F53F1.7;	Gpal	Cele
Gpal_D383_g02913	P92000	Serpentine Receptor, class V	srv-9 CELE_F53F1.8 F53F1.8	F53F1.8;	Gpal	Cele
Gpal_D383_g02913	P92015	Serpentine receptor class delta-26 (Protein srd-26)	srd-26 T02B5.4	T02B5.4;	Gpal	Cele
Gpal_D383_g02913	P92019	Uncharacterized protein	CELE_T10G3.2 T10G3.2	T10G3.2;	Gpal	Cele
Gpal_D383_g02913	P92166	Uncharacterized protein	CELE_T10G3.4 T10G3.4	T10G3.4a;	Gpal	Cele
Gpal_D383_g02913	Q09203	Serpentine receptor class alpha-1 (Protein sra-1)	sra-1 AH6.4	AH6.4;	Gpal	Cele
Gpal_D383_g02913	Q09206	Serpentine receptor class alpha-4 (Protein sra-4)	sra-4 AH6.8	AH6.8;	Gpal	Cele
Gpal_D383_g02913	Q09208	Serpentine receptor class alpha-6 (Protein sra-6)	sra-6 AH6.10	AH6.10;	Gpal	Cele
Gpal_D383_g02913	Q09210	Serpentine receptor class alpha-8 (Protein sra-8)	sra-8 AH6.12	AH6.12;	Gpal	Cele
Gpal_D383_g02913	Q09212	Serpentine receptor class alpha-9 (Protein sra-9)	sra-9 AH6.14	AH6.14;	Gpal	Cele
Gpal_D383_g02913	Q09213	Serpentine receptor class epsilon-1 (Protein sre-1)	sre-1 B0495.1	B0495.1;	Gpal	Cele
Gpal_D383_g02913	Q09273	Serpentine receptor class epsilon-2 (Protein sre-2)	sre-2 C41C4.2	C41C4.2;	Gpal	Cele
Gpal_D383_g02913	Q09303	Uncharacterized protein F07F6.2	F07F6.2	F07F6.2;	Gpal	Cele
Gpal_D383_g02913	Q09638	Neuropeptide receptor 15	npr-15 T27D1.3	T27D1.3;	Gpal	Cele
Gpal_D383_g02913	Q09964	Putative G-protein coupled receptor B0244.4	B0244.4	B0244.4a;	Gpal	Cele
Gpal_D383_g02913	Q09965	Putative G-protein coupled receptor-like protein B0244.6	B0244.6	B0244.6;	Gpal	Cele
Gpal_D383_g02913	Q09966	Putative G-protein coupled receptor B0244.7	B0244.7	B0244.7;	Gpal	Cele
Gpal_D383_g02913	Q10042	Probable G-protein coupled receptor K01A12.3	K01A12.3	K01A12.3;	Gpal	Cele
Gpal_D383_g02913	Q10054	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_F09C12.6 F09C12.6	F09C12.6;	Gpal	Cele
Gpal_D383_g02913	Q10904	Probable G-protein coupled receptor AH9.1	AH9.1	AH9.1;	Gpal	Cele
Gpal_D383_g02913	Q10909	Putative G-protein coupled receptor B0244.5	B0244.5	B0244.5;	Gpal	Cele
Gpal_D383_g02913	Q10934	Serpentine receptor class alpha-32 (Protein sra-32)	sra-32 B0304.5	B0304.5;	Gpal	Cele
Gpal_D383_g02913	Q10935	Serpentine receptor class alpha-33 (Protein sra-33)	sra-33 B0304.6	B0304.6;	Gpal	Cele
Gpal_D383_g02913	Q10936	Serpentine receptor class alpha-34 (Protein sra-34)	sra-34 B0304.7	B0304.7;	Gpal	Cele
Gpal_D383_g02913	Q11082	Probable G-protein coupled receptor B0563.6	B0563.6	B0563.6a;	Gpal	Cele
Gpal_D383_g02913	Q17478	G_PROTEIN_RECEP_F1_2 domain-containing protein	B0334.6 CELE_B0334.6	B0334.6;	Gpal	Cele
Gpal_D383_g02913	Q17519	G_PROTEIN_RECEP_F1_2 domain-containing protein	srtx-1 B0496.5 CELE_B0496.5	B0496.5;	Gpal	Cele
Gpal_D383_g02913	Q17553	G_PROTEIN_RECEP_F1_2 domain-containing protein	C01F1.4 CELE_C01F1.4	C01F1.4;	Gpal	Cele
Gpal_D383_g02913	Q17594	G_PROTEIN_RECEP_F1_2 domain-containing protein	npr-19 C02H7.2 CELE_C02H7.2	C02H7.2;	Gpal	Cele
Gpal_D383_g02913	Q17672	G_PROTEIN_RECEP_F1_2 domain-containing protein	frpr-2 C05E7.4 CELE_C05E7.4	C05E7.4;	Gpal	Cele
Gpal_D383_g02913	Q17700	Seven TM Receptor	C06B3.1 CELE_C06B3.1	C06B3.1;	Gpal	Cele
Gpal_D383_g02913	Q17709	Seven TM Receptor	str-250 C06B3.10 CELE_C06B3.10	C06B3.10;	Gpal	Cele
Gpal_D383_g02913	Q17710	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-42 C06B3.11 CELE_C06B3.11	C06B3.11;	Gpal	Cele
Gpal_D383_g02913	Q17713	Serpentine Receptor, class H	srh-48 C06C3.6 CELE_C06C3.6	C06C3.6;	Gpal	Cele
Gpal_D383_g02913	Q17734	Serpentine Receptor, class V	srv-17 C06E7.7 CELE_C06E7.7	C06E7.7;	Gpal	Cele
Gpal_D383_g02913	Q17760	Serpentine receptor class delta-7 (Protein srd-7)	srd-7 C06G8.4	C06G8.4;	Gpal	Cele
Gpal_D383_g02913	Q17781	Serpentine Receptor, class E (Epsilon)	sre-3 C07D10.3 CELE_C07D10.3	C07D10.3;	Gpal	Cele
Gpal_D383_g02913	Q17854	G_PROTEIN_RECEP_F1_2 domain-containing protein	C09B9.1 CELE_C09B9.1	C09B9.1;	Gpal	Cele
Gpal_D383_g02913	Q17975	7TM_GPCR_Srx domain-containing protein	srx-117 C14C11.5 CELE_C14C11.5	C14C11.5;	Gpal	Cele
Gpal_D383_g02913	Q18021	Serpentine Receptor, class Z	C15C8.6 CELE_C15C8.6	C15C8.6;	Gpal	Cele
Gpal_D383_g02913	Q18071	Organic solute transporter alpha-like protein 2 (Solute carrier family 51 subunit alpha homolog A)	osta-2 C18A3.4	C18A3.4a [Q18071-1];	Gpal	Cele
Gpal_D383_g02913	Q18269	Uncharacterized protein	C27H5.6 CELE_C27H5.6	C27H5.6;	Gpal	Cele
Gpal_D383_g02913	Q18292	Uncharacterized protein	C29A12.1 CELE_C29A12.1	C29A12.1;	Gpal	Cele
Gpal_D383_g02913	Q18363	Serpentine Receptor, class U	sru-6 C33A12.8 CELE_C33A12.8	C33A12.8;	Gpal	Cele
Gpal_D383_g02913	Q18364	Serpentine Receptor, class U	sru-4 C33A12.10 CELE_C33A12.10	C33A12.10;	Gpal	Cele
Gpal_D383_g02913	Q18375	Serpentine Receptor, class U	sru-35 C33D9.4 CELE_C33D9.4	C33D9.4;	Gpal	Cele
Gpal_D383_g02913	Q18398	Serpentine Receptor, class AB (Class A-like)	srab-4 C33G8.5 CELE_C33G8.5	C33G8.5;	Gpal	Cele
Gpal_D383_g02913	Q18402	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-127 C33G8.1 CELE_C33G8.1	C33G8.1;	Gpal	Cele
Gpal_D383_g02913	Q18441	Seven TM Receptor	str-48 C34D4.8 CELE_C34D4.8	C34D4.8;	Gpal	Cele
Gpal_D383_g02913	Q18700	G_PROTEIN_RECEP_F1_2 domain-containing protein	aexr-3 C48C5.3 CELE_C48C5.3	C48C5.3;	Gpal	Cele
Gpal_D383_g02913	Q18701	G_PROTEIN_RECEP_F1_2 domain-containing protein (Neuromedin U receptor)	nmur-1 C48C5.1 CELE_C48C5.1	C48C5.1;	Gpal	Cele
Gpal_D383_g02913	Q18730	Serpentine Receptor, class U	sru-30 C50C10.3 CELE_C50C10.3	C50C10.3;	Gpal	Cele
Gpal_D383_g02913	Q18766	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-27 C51E3.2 CELE_C51E3.2	C51E3.2;	Gpal	Cele
Gpal_D383_g02913	Q18767	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-30 C51E3.5 CELE_C51E3.5	C51E3.5;	Gpal	Cele
Gpal_D383_g02913	Q18768	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-26 C51E3.1 CELE_C51E3.1	C51E3.1;	Gpal	Cele
Gpal_D383_g02913	Q18769	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-29 C51E3.4 CELE_C51E3.4	C51E3.4;	Gpal	Cele
Gpal_D383_g02913	Q18818	Uncharacterized protein	C54C6.4 CELE_C54C6.4	C54C6.4a;	Gpal	Cele
Gpal_D383_g02913	Q18929	G_PROTEIN_RECEP_F1_2 domain-containing protein	sro-1 CELE_D1022.6 D1022.6	D1022.6;	Gpal	Cele
Gpal_D383_g02913	Q19026	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-47 CELE_E02C12.3 E02C12.3	E02C12.3;	Gpal	Cele
Gpal_D383_g02913	Q19027	7TM_GPCR_Srx domain-containing protein	srx-46 CELE_E02C12.2 E02C12.2	E02C12.2;	Gpal	Cele
Gpal_D383_g02913	Q19125	G_PROTEIN_RECEP_F1_2 domain-containing protein	nmur-3 CELE_F02E8.2 F02E8.2	F02E8.2a;	Gpal	Cele
Gpal_D383_g02913	Q19258	Serpentine receptor class gamma-69 (Protein srg-69)	srg-69 F09E5.4	F09E5.4;	Gpal	Cele
Gpal_D383_g02913	Q19295	G_PROTEIN_RECEP_F1_2 domain-containing protein	npr-36 CELE_F10D7.1 F10D7.1	F10D7.1;	Gpal	Cele
Gpal_D383_g02913	Q19473	Serpentine receptor class delta-51 (Protein srd-51)	srd-51 F15A2.3	F15A2.3;	Gpal	Cele
Gpal_D383_g02913	Q19549	Serpentine receptor class alpha-27 (Protein sra-27)	sra-27 F18C5.1	F18C5.1;	Gpal	Cele
Gpal_D383_g02913	Q19550	Serpentine receptor class alpha-28 (Protein sra-28)	sra-28 F18C5.6	F18C5.6;	Gpal	Cele
Gpal_D383_g02913	Q19552	Serpentine receptor class alpha-29 (Protein sra-29)	sra-29 F18C5.8	F18C5.8;	Gpal	Cele
Gpal_D383_g02913	Q19556	Serpentine Receptor, class T	srt-43 CELE_F18E2.4 F18E2.4	F18E2.4;	Gpal	Cele
Gpal_D383_g02913	Q19558	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-67 CELE_F18E3.2 F18E3.2	F18E3.2;	Gpal	Cele
Gpal_D383_g02913	Q19559	Serpentine Receptor, class XA	srxa-4 CELE_F18E3.1 F18E3.1	F18E3.1;	Gpal	Cele
Gpal_D383_g02913	Q19562	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-69 CELE_F18E3.5 F18E3.5	F18E3.5;	Gpal	Cele
Gpal_D383_g02913	Q19563	G_PROTEIN_RECEP_F1_2 domain-containing protein	srw-71 CELE_F18E3.6 F18E3.6	F18E3.6;	Gpal	Cele
Gpal_D383_g02913	Q19607	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-32 CELE_F20A1.3 F20A1.3	F20A1.3;	Gpal	Cele
Gpal_D383_g02913	Q19779	GPCR Thermal Receptor	gtr-1 CELE_F25E2.1 F25E2.1	F25E2.1;	Gpal	Cele
Gpal_D383_g02913	Q19897	Serpentine receptor class epsilon-6 (Protein sre-6)	sre-6 F28H7.9	F28H7.9;	Gpal	Cele
Gpal_D383_g02913	Q19912	Serpentine Receptor, class BC (Class B-like)	srbc-70 CELE_F30B5.6 F30B5.6	F30B5.6;	Gpal	Cele
Gpal_D383_g02913	Q20009	7TM_GPCR_Srx domain-containing protein	srx-84 CELE_F35B12.1 F35B12.1	F35B12.1a;	Gpal	Cele
Gpal_D383_g02913	Q20152	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-85 CELE_F38B7.4 F38B7.4	F38B7.4;	Gpal	Cele
Gpal_D383_g02913	Q20156	G_PROTEIN_RECEP_F1_2 domain-containing protein	srsx-22 CELE_F38E1.8 F38E1.8	F38E1.8;	Gpal	Cele
Gpal_D383_g02913	Q20244	Serpentine Receptor, class T	srt-33 CELE_F40G12.8 F40G12.8	F40G12.8;	Gpal	Cele
Gpal_D383_g02913	Q20249	Serpentine receptor class epsilon-8 (Protein sre-8)	sre-8 F40G12.1	F40G12.1;	Gpal	Cele
Gpal_D383_g02913	Q20290	7TM_GPCR_Srx domain-containing protein	srx-95 CELE_F41G3.11 F41G3.11	F41G3.11;	Gpal	Cele
Gpal_D383_g02913	Q20333	Uncharacterized protein	CELE_F42E11.3 F42E11.3	F42E11.3;	Gpal	Cele
Gpal_D383_g02913	Q20355	G_PROTEIN_RECEP_F1_2 domain-containing protein	srx-88 CELE_F43A11.1 F43A11.1	F43A11.1;	Gpal	Cele
Gpal_D383_g02913	Q20405	Serpentine receptor class alpha-10 (Protein sra-10)	sra-10 F44F4.5	F44F4.5a [Q20405-1];F44F4.5b [Q20405-2];	Gpal	Cele
Gpal_D383_g02913	Q20410	Serpentine receptor class alpha-12 (Protein sra-12)	sra-12 F44F4.7	F44F4.7;	Gpal	Cele
Gpal_D383_g02913	Q20411	Serpentine receptor class alpha-11 (Protein sra-11)	sra-11 F44F4.13	F44F4.13;	Gpal	Cele
Gpal_D383_g02913	Q20601	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_F49E11.2 F49E11.2	F49E11.2;	Gpal	Cele
Gpal_D383_g02913	Q20618	Serpentine receptor class alpha-13 (Protein sra-13)	sra-13 F49E12.5	F49E12.5a [Q20618-1];F49E12.5b;	Gpal	Cele
Gpal_D383_g02913	Q20705	Serpentine Receptor, class U	sru-13 CELE_F53B2.4 F53B2.4	F53B2.4;	Gpal	Cele
Gpal_D383_g02913	Q20814	Serpentine Receptor, class H	srh-16 CELE_F55C5.9 F55C5.9	F55C5.9;	Gpal	Cele
Gpal_D383_g02913	Q20827	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_F55D10.4 F55D10.4	F55D10.4;	Gpal	Cele
Gpal_D383_g02913	Q20882	Serpentine Receptor, class XA	srxa-2 CELE_F56D5.10 F56D5.10	F56D5.10;	Gpal	Cele
Gpal_D383_g02913	Q20908	7TM_GPCR_Srx domain-containing protein	srx-113 CELE_F56H9.1 F56H9.1	F56H9.1;	Gpal	Cele
Gpal_D383_g02913	Q20923	G_PROTEIN_RECEP_F1_2 domain-containing protein	CELE_F57B1.1 F57B1.1	F57B1.1;	Gpal	Cele
Gpal_D383_g02913	Q20957	Uncharacterized protein	CELE_F58A6.2 F58A6.2	F58A6.2;	Gpal	Cele
Gpal_D383_g02913	Q20961	Serpentine receptor class beta-16 (Protein srb-16)	srb-16 F58A6.6	F58A6.6;	Gpal	Cele
Gpal_D383_g02913	Q20963	Serpentine receptor class beta-13 (Protein srb-13)	srb-13 F58A6.11	F58A6.11;	Gpal	Cele
